EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,OverTime,DistanceFromHome,Education,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,PercentSalaryHike,EngagementScore,Attrition
201,27,Male,Married,HR,HR Manager,4,8618,1,0,1,9,Yes,49,1,2,4,2,1,4,4,1,1,22,6.6,No
202,32,Non-Binary,Married,Marketing,Content Strategist,2,6581,0,0,0,8,Yes,29,2,4,4,2,4,4,8,5,2,25,6.0,No
203,45,Female,Divorced,Sales,Account Executive,2,4910,13,4,2,13,Yes,45,4,4,2,4,3,1,6,6,2,20,5.2,Yes
204,57,Male,Married,Engineering,Staff Engineer,1,2693,13,6,3,15,No,28,2,3,4,3,3,3,6,1,0,13,8.4,Yes
205,39,Male,Married,Engineering,Engineering Manager,3,6087,15,6,10,17,Yes,9,4,4,1,2,1,2,0,3,1,16,4.2,Yes
206,51,Female,Single,HR,Compensation Analyst,5,11873,22,1,10,30,No,31,2,2,2,3,4,1,1,6,1,17,3.4,No
207,28,Non-Binary,Single,Product,Product Manager,1,3100,4,1,3,9,No,36,5,2,3,4,3,2,5,0,1,12,4.0,No
208,39,Male,Married,Product,Product Manager,1,2416,3,3,1,5,Yes,16,2,3,4,3,1,1,5,5,1,22,7.5,No
209,57,Female,Married,Engineering,Engineering Manager,1,3025,25,20,24,36,No,9,3,4,2,4,4,3,8,5,3,14,3.1,No
210,39,Female,Single,Sales,Sales Manager,3,8390,17,5,2,21,No,25,2,4,3,3,2,3,1,5,3,14,6.5,No
211,42,Male,Single,Sales,Sales Rep,3,6497,13,10,5,13,No,13,1,3,1,1,1,4,7,4,2,11,3.3,No
212,35,Female,Married,Sales,Account Executive,1,3242,10,7,1,10,No,40,3,3,3,1,3,1,3,4,0,12,6.6,No
213,37,Non-Binary,Divorced,Sales,Sales Rep,1,3404,5,4,5,11,No,7,2,4,3,4,3,2,8,4,3,25,7.4,No
214,48,Male,Married,Engineering,Staff Engineer,4,12956,24,20,13,30,Yes,36,3,3,2,4,4,4,0,5,0,15,6.7,Yes
215,36,Non-Binary,Divorced,Sales,Sales Manager,1,3788,3,2,0,7,No,7,1,3,3,2,2,3,5,4,1,14,9.0,No
216,35,Non-Binary,Divorced,Engineering,DevOps Engineer,2,4974,11,1,11,15,No,7,5,3,4,1,4,1,0,6,2,16,8.4,No
217,36,Non-Binary,Single,Product,Product Manager,4,13571,11,10,9,16,No,35,5,2,4,2,2,1,6,3,0,14,3.4,No
218,27,Male,Single,HR,Recruiter,1,2872,3,0,3,6,Yes,36,2,3,4,2,2,2,1,2,3,16,8.0,No
219,49,Male,Married,Sales,Account Executive,3,7443,11,5,3,30,No,29,5,2,1,1,2,2,5,1,0,12,8.0,No
220,40,Non-Binary,Single,Engineering,DevOps Engineer,4,9830,0,0,0,6,No,35,5,4,3,4,2,1,6,4,0,15,4.4,Yes
221,39,Male,Married,Engineering,Data Engineer,3,6299,1,1,0,21,No,25,2,4,3,1,3,4,9,4,0,13,8.6,Yes
222,55,Female,Divorced,Operations,Operations Manager,1,3108,9,5,7,18,Yes,16,5,3,3,1,3,4,0,4,2,14,7.4,Yes
223,46,Female,Married,Operations,IT Support,1,2832,16,7,13,24,Yes,9,2,3,3,2,2,3,8,1,3,25,8.9,No
224,42,Male,Divorced,Engineering,DevOps Engineer,4,13691,2,2,2,2,Yes,49,3,4,3,4,4,3,7,5,2,13,8.5,No
225,61,Male,Married,Engineering,Senior Engineer,1,3420,19,8,19,21,Yes,45,4,2,2,4,3,2,6,3,3,13,4.5,Yes
226,22,Female,Divorced,Engineering,Engineering Manager,3,9340,0,0,0,3,No,45,3,4,2,2,4,4,0,4,3,22,3.4,Yes
227,50,Male,Divorced,Sales,Account Executive,2,4127,14,13,14,26,No,34,1,2,4,4,4,3,4,3,1,17,9.4,No
228,50,Female,Married,Operations,IT Support,2,4339,2,2,2,2,No,12,4,3,2,2,4,1,4,2,1,22,5.6,No
229,45,Female,Single,Engineering,QA Engineer,2,5152,2,2,2,26,No,11,3,3,2,2,2,2,2,6,0,17,5.5,Yes
230,33,Female,Divorced,HR,Compensation Analyst,2,4010,1,0,0,13,No,1,5,4,1,2,2,4,7,3,3,12,6.0,No
231,62,Male,Divorced,Engineering,DevOps Engineer,2,4554,17,6,1,35,Yes,39,3,3,3,1,1,1,6,1,1,21,3.2,Yes
232,59,Female,Divorced,Marketing,Content Strategist,5,17655,11,0,1,13,Yes,19,4,2,4,3,3,4,8,1,1,20,8.3,Yes
233,60,Non-Binary,Divorced,Sales,Account Executive,2,4861,29,25,22,34,No,9,5,3,3,4,4,2,9,1,2,14,4.7,Yes
234,35,Male,Divorced,Engineering,QA Engineer,3,7863,12,9,6,14,Yes,17,1,3,2,3,1,1,5,2,3,22,3.1,Yes
235,43,Female,Divorced,Operations,IT Support,1,3835,21,15,15,23,No,30,4,4,4,1,3,3,8,4,0,14,4.0,No
236,31,Female,Single,Engineering,Data Engineer,2,6950,4,0,2,13,No,8,3,4,2,3,1,3,6,0,3,25,6.7,Yes
237,41,Male,Married,Product,Product Analyst,1,3812,5,0,2,21,No,10,2,3,1,4,3,3,2,6,0,24,5.9,No
238,24,Male,Single,Sales,Sales Rep,1,2407,1,1,0,5,No,50,3,1,1,3,2,3,3,1,2,15,5.2,No
239,32,Female,Divorced,HR,HR Generalist,2,6874,4,0,0,9,No,18,2,4,1,3,2,2,1,2,2,19,4.3,No
240,25,Female,Married,Engineering,Engineering Manager,4,8516,0,0,0,3,Yes,46,5,2,4,4,2,1,7,0,3,15,7.0,No
241,36,Female,Married,Marketing,Brand Manager,2,6738,2,2,1,17,Yes,2,1,3,3,3,4,4,2,2,2,20,8.1,No
242,28,Female,Single,Sales,BDR,4,8425,2,2,2,5,Yes,36,2,4,4,4,1,3,3,6,3,23,5.6,No
243,37,Non-Binary,Married,Sales,Sales Manager,2,4233,5,5,5,10,No,36,1,4,4,2,3,4,1,4,0,21,3.7,No
244,25,Non-Binary,Single,HR,Compensation Analyst,2,6661,0,0,0,7,No,35,3,3,1,4,2,2,5,2,2,25,7.9,No
245,59,Non-Binary,Married,Product,Product Analyst,5,18361,0,0,0,7,Yes,19,1,3,1,4,3,4,6,3,3,19,3.0,Yes
246,46,Male,Divorced,Engineering,Senior Engineer,1,2919,11,6,2,11,No,10,4,3,2,2,1,2,6,6,3,25,3.9,No
247,51,Non-Binary,Married,Sales,BDR,3,7731,16,13,14,23,Yes,46,5,3,4,3,1,1,9,3,2,12,6.9,No
248,55,Non-Binary,Divorced,Operations,Operations Manager,1,2902,27,24,24,37,No,43,1,3,1,3,1,3,8,6,0,18,4.6,No
249,40,Non-Binary,Married,Operations,Facilities Coordinator,2,6085,9,2,0,9,No,41,4,3,3,1,3,1,4,3,0,13,7.7,No
250,61,Non-Binary,Single,Finance,Accountant,2,4042,8,4,4,36,Yes,24,2,3,2,2,4,2,8,6,0,16,8.9,No
251,48,Non-Binary,Married,Operations,IT Support,4,11964,24,12,7,24,No,42,3,4,2,1,1,2,7,3,3,15,4.4,No
252,46,Female,Married,Operations,IT Support,2,5591,15,8,4,25,No,21,5,3,3,1,1,3,6,4,2,16,9.0,No
253,47,Non-Binary,Divorced,Finance,Accountant,3,9370,14,12,10,19,No,21,5,1,2,1,1,1,6,0,0,21,6.4,No
254,24,Non-Binary,Single,Engineering,Staff Engineer,2,6815,0,0,0,5,No,8,1,4,2,2,4,2,1,5,1,15,9.2,Yes
255,39,Female,Single,Marketing,Marketing Analyst,3,9464,13,11,10,19,Yes,25,3,4,2,3,3,2,7,0,3,25,8.1,Yes
256,56,Male,Single,Product,UI Designer,1,3505,24,13,6,25,Yes,5,5,4,4,4,1,4,2,5,0,25,7.7,Yes
257,47,Non-Binary,Single,Product,UX Designer,3,9184,18,0,16,26,No,15,1,3,4,4,1,3,5,5,2,17,5.8,Yes
258,43,Non-Binary,Single,Operations,Operations Manager,2,5943,2,1,1,11,Yes,45,4,4,1,3,4,1,7,5,1,13,9.3,Yes
259,46,Male,Single,Engineering,DevOps Engineer,1,2953,2,2,2,12,No,4,3,4,4,1,4,1,3,6,3,21,9.3,No
260,24,Non-Binary,Single,Sales,Sales Rep,4,11922,2,0,1,2,No,12,1,4,1,1,4,2,9,0,0,12,4.6,No
261,34,Non-Binary,Divorced,HR,Recruiter,1,3904,6,2,6,14,No,9,3,4,4,2,1,2,5,0,0,15,5.1,Yes
262,50,Male,Married,Product,Product Analyst,3,6449,7,0,2,9,No,1,1,2,4,1,3,4,7,5,1,14,8.1,Yes
263,33,Female,Married,Engineering,Engineering Manager,2,4540,9,0,9,12,No,1,5,3,1,1,1,3,8,4,1,18,7.1,No
264,29,Female,Married,Marketing,Growth Manager,1,3295,2,2,1,5,Yes,28,3,3,1,4,1,1,0,4,1,13,3.4,No
265,37,Male,Married,Sales,Account Executive,1,2986,14,9,9,15,Yes,7,2,4,3,2,4,2,1,3,3,11,4.5,No
266,46,Male,Single,Engineering,DevOps Engineer,2,6159,11,2,7,12,No,18,2,2,3,4,4,4,2,6,2,14,4.3,No
267,57,Female,Married,Sales,Sales Rep,3,7852,27,7,2,27,No,47,4,4,2,2,2,3,6,4,1,25,6.8,No
268,24,Male,Single,Operations,Operations Manager,2,5277,0,0,0,4,Yes,49,1,3,1,4,2,2,5,2,1,21,5.9,No
269,51,Non-Binary,Married,Engineering,QA Engineer,2,5750,27,18,23,28,No,24,4,4,4,1,1,4,5,4,0,15,8.0,No
270,35,Non-Binary,Married,Engineering,DevOps Engineer,2,5861,12,10,1,12,Yes,8,4,3,1,1,3,3,2,5,0,19,6.3,No
271,29,Male,Married,Engineering,Staff Engineer,1,2976,7,3,3,9,No,29,4,3,4,1,4,3,7,4,2,23,4.8,No
272,51,Female,Single,Marketing,Marketing Analyst,1,4016,2,0,1,11,Yes,32,2,4,1,1,3,4,8,1,3,16,3.7,No
273,26,Non-Binary,Divorced,HR,HR Generalist,2,5235,0,0,0,8,Yes,36,4,3,3,2,3,2,4,1,3,16,6.2,No
274,40,Male,Divorced,HR,HR Generalist,1,4063,14,2,9,16,No,11,2,2,3,3,2,4,4,2,1,14,4.2,No
275,31,Female,Married,Engineering,Staff Engineer,5,19393,5,3,4,7,No,30,3,2,1,3,3,4,4,6,1,23,9.0,No
276,29,Male,Married,Operations,Project Manager,2,6034,7,0,2,9,Yes,6,3,2,1,2,2,3,3,0,0,19,5.6,No
277,47,Female,Married,Marketing,Marketing Analyst,5,16266,6,3,2,10,No,46,4,3,1,3,1,3,5,2,2,18,8.9,No
278,48,Female,Single,Engineering,QA Engineer,4,8982,25,14,9,29,No,39,1,2,4,3,4,3,1,4,3,12,7.7,Yes
279,57,Female,Divorced,Marketing,Growth Manager,2,6265,14,11,9,29,Yes,3,3,4,2,3,4,4,3,0,0,13,8.4,Yes
280,40,Female,Married,Operations,Project Manager,1,4032,13,2,7,14,No,39,3,3,1,4,3,4,1,2,0,24,3.8,Yes
281,30,Female,Divorced,Sales,Sales Rep,2,4818,5,1,0,6,No,33,2,4,3,2,1,2,8,2,2,24,3.3,No
282,45,Female,Married,HR,HR Manager,3,6058,3,2,1,8,No,7,2,2,3,2,2,1,6,3,0,12,8.1,No
283,45,Male,Divorced,Operations,Project Manager,2,5569,4,3,4,7,No,15,2,4,2,2,2,3,2,1,1,12,7.6,No
284,52,Female,Single,HR,HR Generalist,1,2753,24,13,1,25,Yes,20,1,4,1,1,2,2,2,5,2,11,6.0,Yes
285,44,Non-Binary,Single,Finance,Accountant,4,12684,11,2,8,17,No,46,2,4,1,2,1,1,3,4,3,16,3.6,No
286,33,Female,Single,Engineering,QA Engineer,5,12999,5,3,3,12,Yes,8,5,2,1,3,3,1,1,2,3,12,7.9,Yes
287,50,Female,Divorced,Product,Product Analyst,3,10432,7,6,4,18,No,12,1,4,1,4,1,4,7,4,0,12,8.8,Yes
288,32,Female,Divorced,Product,Product Manager,3,7523,1,1,0,8,No,18,5,3,4,4,3,4,9,3,3,19,3.8,No
289,53,Male,Single,HR,HR Generalist,1,2453,15,7,4,27,No,39,3,2,1,1,1,4,7,1,2,21,6.2,No
290,56,Female,Married,Sales,Sales Manager,4,13944,17,0,1,31,No,30,1,1,1,3,2,4,6,1,2,22,5.5,No
291,56,Female,Divorced,HR,Compensation Analyst,3,8530,18,15,15,30,Yes,40,3,4,1,3,3,1,0,4,0,13,5.5,No
292,62,Non-Binary,Single,Engineering,QA Engineer,3,7926,10,6,1,25,No,16,3,3,4,1,3,1,5,1,0,19,5.3,No
293,48,Female,Divorced,Product,UI Designer,3,8645,8,0,7,11,No,32,1,3,4,2,3,4,8,6,2,13,6.7,No
294,62,Female,Divorced,Product,UI Designer,1,3912,27,25,2,39,No,15,5,4,3,1,1,3,4,0,3,17,4.7,No
295,41,Female,Divorced,HR,HR Manager,2,4940,13,10,8,21,No,12,1,3,3,2,4,2,7,2,3,25,7.1,No
296,31,Female,Married,Marketing,Content Strategist,2,6532,3,1,2,7,No,42,2,3,1,2,4,2,1,1,1,11,7.1,No
297,49,Female,Divorced,Finance,FP&A Manager,2,4605,13,10,0,30,Yes,12,1,4,1,4,1,1,1,2,2,24,4.7,Yes
298,27,Non-Binary,Divorced,Operations,Facilities Coordinator,3,6503,3,1,1,5,No,32,1,3,1,1,3,3,9,5,3,23,6.4,No
299,28,Female,Divorced,Engineering,Engineering Manager,1,3191,1,0,1,2,Yes,21,5,3,1,2,3,2,5,3,2,24,6.2,Yes
300,25,Non-Binary,Single,Marketing,Marketing Analyst,4,9855,1,1,1,5,No,16,4,3,3,4,3,3,1,6,1,15,8.9,No
301,48,Female,Married,Operations,Project Manager,3,9899,25,1,8,30,No,28,1,4,4,3,1,3,6,4,2,18,6.1,No
302,30,Male,Divorced,HR,Recruiter,3,8827,0,0,0,11,Yes,50,2,4,1,4,3,4,7,6,1,15,3.7,Yes
303,34,Male,Divorced,Sales,Sales Manager,3,6818,1,1,1,8,No,6,4,2,2,2,1,4,9,3,2,13,3.1,Yes
304,55,Male,Married,Product,Product Manager,1,3889,13,12,7,22,No,48,4,3,2,4,2,2,4,5,1,17,7.6,Yes
305,38,Female,Single,HR,HR Generalist,2,5108,7,7,3,20,No,21,4,3,4,4,4,3,1,0,0,11,3.6,No
306,60,Non-Binary,Married,Engineering,Staff Engineer,5,13330,22,1,0,26,No,36,1,3,3,3,2,4,5,3,1,12,9.4,No
307,42,Female,Married,Sales,Sales Rep,2,6615,1,0,1,20,No,49,3,3,3,4,2,3,7,6,1,19,9.0,No
308,31,Female,Single,Marketing,Brand Manager,1,2464,0,0,0,7,Yes,23,5,3,4,4,1,2,1,2,0,14,5.8,No
309,39,Male,Married,Engineering,Senior Engineer,3,8367,6,4,0,9,No,22,1,3,4,1,4,3,9,0,2,13,9.0,Yes
310,39,Non-Binary,Divorced,Product,UI Designer,2,5968,0,0,0,4,No,14,1,4,3,3,3,1,1,4,3,12,9.2,No
311,27,Female,Married,Engineering,Data Engineer,4,10331,0,0,0,4,No,44,5,2,2,1,3,2,7,3,3,18,3.8,Yes
312,45,Non-Binary,Single,Sales,Account Executive,3,8838,19,5,13,21,Yes,32,5,3,3,1,3,4,6,0,3,15,9.3,Yes
313,55,Non-Binary,Married,Engineering,Staff Engineer,4,8286,13,4,9,26,Yes,7,4,3,1,3,3,3,9,0,0,12,6.3,Yes
314,24,Female,Married,Product,UX Designer,4,9883,0,0,0,6,No,12,2,2,4,3,1,4,8,0,0,17,7.1,Yes
315,47,Non-Binary,Divorced,Engineering,Engineering Manager,2,4908,21,19,15,27,No,20,1,2,3,1,2,1,0,5,1,24,7.5,Yes
316,49,Female,Single,Sales,Sales Rep,3,8423,26,20,25,26,Yes,11,2,4,4,4,4,4,0,6,3,20,4.0,Yes
317,25,Non-Binary,Divorced,Engineering,Data Engineer,4,11782,2,0,0,6,No,47,5,4,4,1,4,4,7,4,3,14,8.5,No
318,57,Non-Binary,Married,Sales,BDR,3,7877,2,1,2,30,No,45,4,1,4,3,2,4,5,3,1,19,7.0,No
319,51,Male,Divorced,Operations,Facilities Coordinator,4,13758,4,2,3,10,No,19,1,3,3,2,2,2,2,4,3,12,8.2,No
320,35,Non-Binary,Single,Operations,Project Manager,2,5076,8,0,0,9,Yes,22,4,2,2,2,1,2,7,2,2,23,4.1,Yes
321,31,Male,Single,Engineering,DevOps Engineer,2,6779,8,1,0,12,No,40,1,4,4,1,1,2,1,6,1,25,9.3,No
322,53,Male,Married,HR,Compensation Analyst,3,8911,23,3,4,29,Yes,50,1,3,2,4,3,3,8,1,0,15,3.8,Yes
323,37,Female,Married,HR,HR Manager,3,9542,4,4,3,15,Yes,2,4,2,4,1,1,1,5,2,3,23,5.7,Yes
324,31,Female,Married,Engineering,Data Engineer,1,4150,9,0,8,9,No,18,5,3,3,2,4,4,3,4,3,22,7.7,Yes
325,41,Non-Binary,Married,Finance,FP&A Manager,3,7505,2,0,2,8,No,6,5,3,2,3,2,1,0,6,2,14,6.4,No
326,29,Male,Married,Engineering,Engineering Manager,5,16466,0,0,0,4,Yes,37,1,3,1,2,2,3,4,2,1,22,7.9,Yes
327,59,Male,Single,HR,HR Generalist,2,5083,6,6,6,9,Yes,28,2,3,4,4,1,3,8,3,3,24,8.4,Yes
328,53,Non-Binary,Divorced,Sales,BDR,5,12412,23,13,5,31,Yes,8,2,3,4,1,2,3,1,4,3,12,3.8,Yes
329,29,Non-Binary,Married,Sales,Account Executive,2,4909,5,2,2,5,No,20,3,3,2,4,1,1,8,2,0,24,3.9,Yes
330,43,Female,Married,Sales,Sales Manager,3,9751,12,7,11,22,Yes,29,2,4,2,3,1,4,6,1,3,16,6.3,Yes
331,27,Non-Binary,Divorced,Operations,Project Manager,3,8524,1,0,1,1,Yes,37,5,2,1,4,1,1,8,1,0,15,4.3,No
332,59,Male,Married,Engineering,QA Engineer,4,11201,14,1,12,27,Yes,12,4,1,1,3,4,3,1,0,0,19,6.2,Yes
333,31,Male,Married,Engineering,Staff Engineer,3,6265,4,3,1,10,No,7,3,2,2,3,3,4,1,0,1,14,3.2,No
334,54,Male,Married,Sales,BDR,2,4181,12,1,4,32,No,15,1,3,4,1,2,2,4,4,3,18,3.4,Yes
335,31,Non-Binary,Married,Marketing,Content Strategist,3,9519,5,4,1,5,No,1,4,4,4,3,2,1,0,3,2,20,9.2,No
336,35,Female,Divorced,Marketing,Growth Manager,4,8272,9,8,4,10,No,9,5,4,1,4,2,3,5,5,2,23,5.0,No
337,43,Male,Divorced,Engineering,QA Engineer,5,13959,6,3,4,21,No,1,1,3,2,4,4,4,8,0,0,19,7.2,Yes
338,44,Female,Single,Finance,FP&A Manager,3,7740,12,9,5,19,No,1,2,4,1,3,3,2,1,6,2,23,3.8,No
339,24,Female,Divorced,Engineering,Engineering Manager,5,11259,1,1,0,5,No,32,2,3,4,2,1,2,1,1,2,25,3.7,No
340,39,Female,Single,Engineering,DevOps Engineer,3,6104,6,6,5,19,No,42,1,4,3,3,4,4,4,0,3,18,7.4,No
341,48,Male,Divorced,HR,Recruiter,1,2409,17,14,10,20,Yes,45,4,4,1,2,2,2,5,2,0,21,8.7,No
342,59,Female,Single,Engineering,Engineering Manager,4,13043,25,20,10,35,Yes,34,2,4,4,4,1,4,9,0,0,11,4.5,No
343,25,Non-Binary,Single,Product,Product Manager,3,8748,3,0,2,5,No,25,4,2,1,4,2,1,7,3,3,23,7.4,No
344,23,Male,Divorced,Marketing,Marketing Analyst,2,4324,1,1,0,2,Yes,41,5,3,1,4,4,4,2,1,1,23,6.9,Yes
345,44,Female,Married,Engineering,DevOps Engineer,2,6326,9,9,8,9,Yes,34,5,3,3,2,1,2,8,6,0,17,6.9,Yes
346,43,Non-Binary,Married,Operations,IT Support,3,9126,6,5,3,25,No,20,4,3,3,1,4,1,7,1,0,21,8.5,No
347,52,Male,Married,Engineering,DevOps Engineer,1,3076,23,10,23,23,No,36,1,2,1,4,2,3,0,0,1,14,5.4,Yes
348,43,Male,Divorced,Engineering,Staff Engineer,3,6881,17,7,5,19,Yes,25,1,3,3,2,3,4,3,2,2,21,8.9,Yes
349,26,Female,Divorced,Sales,BDR,4,12769,0,0,0,6,Yes,41,2,4,4,2,3,2,5,1,0,21,7.5,No
350,27,Female,Single,Finance,FP&A Manager,1,3315,3,0,1,5,No,46,3,3,3,4,4,4,4,4,3,21,6.2,No
351,34,Female,Married,Sales,Account Executive,1,2793,7,3,6,15,No,6,2,4,4,3,4,3,3,4,0,18,6.7,No
352,48,Non-Binary,Single,Engineering,Engineering Manager,2,4819,11,7,5,22,Yes,6,3,4,4,1,3,2,1,0,0,16,4.5,Yes
353,38,Female,Married,Engineering,Senior Engineer,3,9175,9,4,3,14,No,26,4,4,3,1,4,2,6,1,1,22,3.1,No
354,51,Female,Divorced,Sales,BDR,3,9806,10,1,5,10,No,24,2,3,4,2,3,1,7,6,2,16,4.4,No
355,56,Female,Divorced,Product,UI Designer,3,6104,9,5,9,29,No,39,5,3,2,4,4,2,6,0,3,14,4.0,No
356,41,Male,Single,Engineering,Engineering Manager,3,9036,2,0,0,14,Yes,19,2,3,4,1,4,1,5,4,0,13,3.2,Yes
357,29,Male,Married,Operations,Project Manager,1,3260,2,2,1,8,Yes,46,4,2,2,3,2,4,4,1,0,13,3.8,Yes
358,58,Female,Married,Finance,Controller,2,5388,28,15,14,39,Yes,46,3,3,1,2,4,2,2,4,3,18,4.9,No
359,24,Non-Binary,Single,Marketing,Marketing Analyst,2,6647,0,0,0,3,No,27,5,2,1,3,1,1,8,6,2,17,7.5,No
360,23,Male,Married,Engineering,DevOps Engineer,1,3018,0,0,0,0,Yes,46,2,3,2,4,4,4,1,0,1,22,5.6,No
361,32,Non-Binary,Single,Engineering,Data Engineer,2,4301,2,0,2,12,Yes,18,2,3,4,2,2,1,8,1,3,22,4.1,Yes
362,41,Female,Single,Marketing,Marketing Analyst,2,4013,14,0,9,17,No,6,1,3,2,1,3,2,1,1,0,23,9.0,No
363,54,Female,Married,Marketing,Content Strategist,1,3411,3,2,2,10,Yes,15,2,2,2,3,2,1,6,5,2,11,9.1,No
364,39,Male,Divorced,Product,Product Manager,3,9984,11,0,1,19,No,37,2,3,4,1,3,4,2,2,1,21,9.4,No
365,23,Non-Binary,Single,Marketing,Brand Manager,1,3306,1,1,0,3,No,16,4,4,1,1,1,2,5,3,2,14,4.5,Yes
366,60,Male,Divorced,Engineering,Software Engineer,1,3979,30,14,23,42,Yes,27,3,4,3,2,3,3,3,1,0,25,7.2,No
367,46,Male,Single,Operations,IT Support,3,7990,16,10,5,26,Yes,10,2,2,4,2,2,2,8,0,3,22,3.5,No
368,33,Female,Single,Engineering,Senior Engineer,1,2913,9,3,4,11,No,26,4,2,2,4,4,4,2,6,3,11,4.8,No
369,41,Female,Married,Product,Product Manager,3,8487,19,17,4,22,Yes,36,5,3,4,3,2,4,3,1,1,11,6.0,Yes
370,48,Male,Single,Sales,Sales Manager,2,5152,12,11,5,24,Yes,37,2,2,1,4,3,3,8,5,3,21,5.7,No
371,37,Non-Binary,Single,Marketing,Brand Manager,4,13528,7,7,0,11,Yes,39,4,4,1,2,3,2,9,4,1,11,7.5,Yes
372,47,Female,Married,Engineering,QA Engineer,4,11111,22,18,2,26,Yes,33,5,3,4,4,3,4,1,0,2,24,4.1,Yes
373,22,Non-Binary,Married,HR,Compensation Analyst,3,6435,0,0,0,3,No,11,2,3,4,2,2,4,2,4,0,18,6.4,No
374,33,Male,Single,Engineering,Senior Engineer,1,3193,3,2,3,7,No,6,4,2,1,1,3,1,9,1,3,18,8.6,No
375,22,Female,Married,Engineering,Software Engineer,2,5567,0,0,0,4,Yes,28,3,3,3,3,3,2,5,5,3,17,9.1,No
376,22,Male,Married,Operations,Facilities Coordinator,4,8154,0,0,0,3,Yes,40,4,3,3,2,1,3,0,5,2,24,9.2,Yes
377,36,Female,Divorced,Finance,Accountant,3,9326,9,7,6,10,No,47,4,3,3,2,2,1,2,3,0,15,5.8,No
378,50,Non-Binary,Single,Operations,Project Manager,1,2838,3,3,1,8,Yes,21,4,4,1,2,3,4,1,5,1,25,3.7,No
379,43,Non-Binary,Married,HR,HR Generalist,3,7696,7,1,5,14,No,15,3,2,4,1,1,1,5,5,1,22,7.3,No
380,46,Female,Married,Sales,Sales Rep,4,8371,18,0,9,28,No,9,5,3,4,2,1,4,0,4,3,16,9.4,Yes
381,51,Female,Divorced,Operations,IT Support,2,4437,4,4,2,26,No,8,3,4,1,4,2,4,4,5,3,11,6.9,No
382,36,Female,Divorced,Engineering,Data Engineer,3,10154,11,11,0,13,No,2,5,3,4,4,4,3,6,3,0,19,7.7,No
383,57,Non-Binary,Married,Engineering,Senior Engineer,3,7455,12,1,2,26,No,42,2,3,1,4,4,3,2,1,1,23,8.5,No
384,58,Male,Married,HR,HR Generalist,2,6851,3,1,3,33,No,12,1,2,2,3,4,2,6,1,0,12,9.0,No
385,46,Non-Binary,Married,Sales,Sales Rep,3,8963,24,22,21,26,No,1,1,2,4,1,4,2,0,4,3,15,4.8,No
386,52,Non-Binary,Single,Engineering,DevOps Engineer,1,3428,20,13,9,26,Yes,45,1,3,1,4,1,1,3,5,0,13,7.6,No
387,42,Male,Single,Marketing,Marketing Analyst,3,8587,3,0,1,6,No,33,3,3,1,2,4,1,3,2,0,19,6.7,No
388,58,Male,Single,Engineering,DevOps Engineer,2,5818,15,10,11,16,No,13,2,3,1,2,2,2,9,2,2,13,7.3,No
389,32,Male,Divorced,Product,Product Analyst,2,6834,6,3,0,10,No,41,2,4,2,2,4,2,5,6,3,17,6.5,Yes
390,56,Male,Single,Sales,Account Executive,2,4988,3,3,0,20,Yes,1,1,3,3,2,4,1,1,1,2,20,8.1,No
391,40,Non-Binary,Divorced,Sales,Sales Manager,3,10034,17,8,3,21,Yes,36,5,4,4,4,4,2,4,0,1,21,4.2,Yes
392,62,Female,Married,Product,Product Analyst,1,3620,11,11,3,43,No,19,3,4,4,2,3,1,4,3,2,24,4.2,Yes
393,27,Male,Married,Engineering,QA Engineer,1,3738,1,0,0,9,No,47,2,3,4,1,4,1,9,1,0,22,8.3,No
394,55,Female,Single,Sales,Sales Manager,1,3493,21,19,1,37,No,23,1,3,2,4,2,3,1,2,1,24,4.1,No
395,52,Female,Divorced,HR,HR Generalist,2,4006,9,4,3,25,No,3,4,4,4,4,1,3,0,4,3,16,4.4,No
396,33,Male,Married,Engineering,Staff Engineer,4,8608,6,2,0,7,No,32,1,2,1,3,2,4,6,2,2,16,6.4,No
397,50,Non-Binary,Single,Engineering,Data Engineer,2,4419,21,14,5,22,No,13,3,1,1,4,4,3,0,1,1,18,5.3,No
398,57,Non-Binary,Married,Operations,Operations Manager,2,6253,15,4,10,19,No,8,1,4,4,2,2,3,8,0,1,11,6.3,No
399,49,Non-Binary,Divorced,Engineering,DevOps Engineer,3,8186,15,9,9,20,No,16,3,4,2,3,2,4,3,3,0,22,7.0,No
400,59,Male,Single,Sales,Sales Rep,5,13126,20,20,4,33,Yes,2,5,2,1,1,4,4,8,2,1,14,4.8,Yes
401,41,Male,Single,Sales,BDR,3,7262,3,2,2,4,Yes,1,1,3,4,3,2,3,7,2,0,17,4.6,Yes
402,29,Non-Binary,Divorced,Operations,Facilities Coordinator,2,4993,1,0,0,10,No,24,2,3,3,2,4,1,1,1,0,11,7.8,No
403,50,Male,Single,Operations,IT Support,1,2942,3,0,2,7,No,13,4,3,2,3,3,3,7,5,0,25,6.5,No
404,39,Female,Married,Sales,Account Executive,1,4120,4,2,0,21,Yes,33,1,2,2,4,4,4,9,2,1,13,7.8,Yes
